text,label,,
"@AvishayBenHaim @ZivKnobler @netanelgla ברגע שהעלה על המוקד את אלאור, נמחק לי מהעיניים הנבל. כן הנבל! ומה שעשה לאלאור היה רק חלק מהמדיניות ההרסנית שהגביר בצבא - הכלת טרור ערבי, סירוס החיילים, רדיפת הדת בצבא וכפייה מסוגים שונים על חיילים דתיים,&gt;&gt;&gt;",0,,
"@IsaacLevey @newsisrael13 רובם המוחלט כרגע לא מצביעים לאף מפלגה או מחכים על הקווים לראות איזו מפלגה תפנה לציבור הערבי, תתיע פתרונות ותכניות עבורו ותשריין נציג ערבי ברשימה",0,,
"@yarivop ערביי הרש''פ ותומכיהם, אתם אשמים במותו המיותר של איאד חלק, אם לא הייתם מחנכים את ילדיכים לדרך של טרור ושנאה לא כל ערבי שהיה בורח משוטר היה נורה עמכם הסליחה",0,,
@iairLevy ימח שמם אמן,0,,
@devorah555 דבורה קבלי את אלקין על מגש של זהב קצוץ דק דק דק כמו סלט ערבי,0,,
"@TomerPersico סוחרי הבדיות הישראלים הם העיתונאים שאמרו: טראמפ בובה של רוסיה ממשל אובמה לא ריגל אחרי קמפיין טראמפ ביידן לא ידע כלום על השחיתות של בנו, אם זו קיימת בכלל טראמפ אנטישמי העברת השגרירות תהיה אסון ותשלול סיכוי לנורמליזציות טראמפ יקריס את הכלכלה ההפגנות אחרי ג'ורג' פלויד לא אלימות",0,,
@smolan_with_s אם זה לא סמוטריץ שמתעקש לא לכנות את דומא ארוע טרור אז זה בנט שמחבק משפחה של פעיל ימין קיצוני. וזה לא שיש משם בשורה אלקטורלית דרמתית אבל כנראה שהלב של ימינה נמצא הרחק הרחק בקצה של הימינה,0,,
"@sari_azoulay @bezalelsm @netanyahu ריבונות או לחלק את איו""ש ל 30% יהודי ו 70% ערבי?",0,,
פלסטינים ברצועה קורעים את תמונת הענק של קאסם סולימאני שהציבו חמאס והג'יהאד האסלאמי בעיר עזה. https://t.co/APFFMwgECT,0,,
"RT @Israelmeir4: תקשיבו, אני לאחרונה חופר קצת בתקופת רצח רבין, זה המון חומר, אני לא מקיף את חלקו, אני יכול לומר לכם דבר אחד. עבדו עלינו בעי…",0,,
@yonibmen עזה השנאה לאיראן ולעושי דברה בעזה.,0,,
@A_true_zionist @dudiamsalem נכון הוא באמת ימות אם הוא יהיה שיערה על הביצה שלו כי כרגע הוא שווה יותר מכל הגוף שלו ....,0,,
"@shaqued_morag בתור אחד שהלכה ללחוץ את ידו של מי שמממן רוצחי ילדים, גברים ונשים בבתי כלא ישראלים. זה קורע לשמוע אותך מגנה ""תומכי טרור"". תומכי טרור הם אלה שאת ותנועתייך רואה כ""פרטנרים"". אם הטרור הפלסטיני היה מסתכם בכניסה וריבים בגני ילדים היינו חיים במדינה השלווה בעולם.",0,,
@kaisos1987 מחולל הרבה טרור ובלאגן בעולם התמים הזה,0,,
@AlmogTea המשטרה היא לא הבייס הפוליטי שלו? איזה פתק בדיוק הם שמים בקלפי אם לא של האיש שהם חונכו מבית לעשות הכל למענו כולל ניסיונות רצח וחטיפות של אזרחים שומרי חוק?,0,,
פוליטיקאי או איש ציבור שמפחיד את האזרחים מפני החיסון וקורא להם לא להתחסן הוא רוצח פשוט כמשמעו.איך אפשר לקחת על עצמך אחריות כזאת ?פשוט פשע נגד האזרחים שבחרו בך.,0,,
"@zvi_yonatan אותו נער זוועות הוא טרוריסט, יד-וחלק. תמיכה בו, היא תמיכה בטרור.",0,,
@dwlior תקשיבי שעוקצים אצלנו רצח,0,,
"@Idaneretz אמין אל חוסייני שאף להנהיג את כל סוריה הגדולה, שפלסטין הייתה רק מחוז אחד ממנה. בכלל פאן-ערביזם היה מאוד פופלרי אז. אם היה עם פלסטיני לפני 67, איך שלא קמה מדינה פלסטינית בגדה המערבית בין 48-67??",0,,
ליז גיליס היא אנדרייטד רצח. מגיעה לה ככ הרבה יותר הערכה.,0,,
"@LeeWalzer @Gadi22485791 @BismuthBoaz הנה ידידי https://t.co/Af9fYTLzED תמשיכו לתמוך באנטישמים ושונאי ישראל מוצהרים ותגידו שטראמפ הוא האנטישמי, קח עוד שונא ישראל אנטישמי, מרקסיסט שמעריץ את פידל קסטרו, יופי של עבודה בקהילה היהודית בארה״ב ואתה עוד מעז לקרוא ליהודים לאחרים משתפי פעולה עם נאצים.",0,,
"@CactusBavarius @MaYeshBeze מבין לליבך - גם אני באותו מצב (התחלתי את ""בואי נדבר רצח"") הכי הפתיע אותי שהכרתי רק 4 פרקים",0,,
"@Tzach10 @LiberalRiWo בדיוק, זה לא קשור לא לימין ולא לשמאל, מוזמן לבחון איך כל המטורללים המרקסיסטים שהולכים עם דגלים אדומים ודגלי פלסטין הם מכחישי הקורונה בארץ, אתה בחברה טובה עם אנשי חדש והטמבלים של ליברמן.",0,,
@yZcaNJJnZj032sy @YoavNews1 @naftalibennett מי שיחרר יותר מ 1000 מחבלים? כמה נרצחו בגלל המשוחררים? מי רוצה לתת מדינה בלב יהודה ושומרון לישות טרור?,0,,
"@benlevavi @Idaneretz ממש לא. הטיעון הוא שבעיני כל הפסטינים, כל ארץ ישראל היא פלסטין. כלומר בעינייהם גם יפו עדיין כבושה, וכך גם חיפה, וצפת ואשקלון...",0,,
"@UriahCanaff @Bicherit היה פתרון מסוג זה בסמסטר שעבר: לתת ציוני עובר/נכשל במקום ציון מספרי. למרבה הפלא, סטודנטים ממש לא אהבו גם את זה. (ובצדק, זה הרבה יותר גרוע להם ממצלמות בבחינה)",0,,
@DafnaMaor אני תוהה מי הורג נשים של ילדים פלסטינאים? איזה טרוריסט הורג אותם?,0,,
"@baruch027 @YosephHaddad יוסף חדאד הוא אחד הראויים! ערבי ישראלי שהמטרה שלו היא הלכידות, גם הוא מכיר בכך שערביי ישראל צריכים להשתלב עם יהודים, כח אלקטוראלי אך בעיקר שינוי מגמה שצריך לעשות. נתניהו עשה ב 10 שנים האחרונות מה שאף ראש ממשלה לפניו לא עשה ואחריו לא יעשה!!! צריך גם לתת לזה ביטוי.",0,,
@DafnaMaor @farukonalan @RTErdogan אני תוהה מי הורג נשים של ילדים פלסטינאים? איזה טרוריסט הורג אותם?,0,,
"@Elkannush זה פלוס לאבנה וזעתר עם סלט ""ערבי"",,,",0,,
"דיווחים גם הערב על זריקות אבנים מצד מתנחלים כלפי רכבים פלסטינים לאורך כביש 60. על פי הדיווח, יש זריקות אבנים ליד היישוב ביתין (התנחלות בית אל וגבעת אסף הוקמה לצדה) וכן ליד היישובים סינגי'ל ותורמוסעיא. https://t.co/UzcPXeRCTg",0,,
@Dudikogan 1.הריסת השכנה המעיקה כצעד הכרחי להרחבתה של האימפריה (ג'ורדי). 2.האובססיה שזר לא יבין (קאטו הזקן=צבא הצייצנים) 3.האבל של הצד המנצח כשהיריבות תיגמר (סקיפיו בוכה על שדותיה מעלי העשן של קרתגו=ייני דומע כשהדחפורים הופכים גם את וולפסון לגינה) 4. כשהיריבות נגמרת - האימפריה מתפוררת &gt;&gt;&gt;,0,,
אז מה אתה אומר קוראים לך מוחמד? שם מאד מעניין ומיוחד על שם מי אתה קרוי?,0,,
"@osherlarov @giladzw @ErelSegal שטויות, שפי פז מעולם לא עשתה מעשה שפגע במישהו, לעומת זאת השמאלנים עשו מיצגים מזעזעים של נתניהו ומאימים לרצוח אותו, אותם צריכים וחייבים לעצור.",0,,
משטרת ישראל = ארגון פשע אנטישמי. https://t.co/vB6NT7kNUa,0,,
אישור לירות רקטה על כל אוטובוס ומונית עם פרסומת של אפרת #המצע_של_הלורד,0,,
"@Ilan_Tsion לא הבנתי ... אם הימין פונה למצביע ערבי ישראלי שבעד המדינה זה בעייתי? שלא תטעה, הבעיה אינה עם ערבים הבעיה היא עם מפלגות תומכי טרור שהממשלה שלך תלויה בקולות שלהם.",0,,
"@YinonMagal אבל ביבי יכול היה להשמיד את התרגיל הזה לא רק רצה. אוסלו לא אוסלו. בודה שנתניהו נותן להם לעשות תרגיל כזה. פשוט בושה. ואגב, גם משלם עליו.",0,,
"@IdanOfgang @YoazHendel1 אנחנו חלוקים. אני לא מקבל את ההמצאה הזו ""עם פלסטיני"". יש לי את הפתרון לשיטתי לחיים על אותה חלקת ארץ אבל לא אוכל בשום מקרה להכיר בלאומנות שלהם.",0,,
RT @yonibmen: פלסטינים ברצועה קורעים את תמונת הענק של קאסם סולימאני שהציבו חמאס והג'יהאד האסלאמי בעיר עזה. https://t.co/APFFMwgECT,0,,
@YesChefcoil @EyalZivIL @rabea_bader הוא לא שמאלני טמבל. הוא ערבי.,0,,
"@Shay_I_D @shimritmeir שיעים מול הסונים , חמאס הוא סוני כמו העולם הערבי בניגוד לסולימאני שהוא מאיראן השיעית.",0,,
"RT @lioramihai: דיווחים גם הערב על זריקות אבנים מצד מתנחלים כלפי רכבים פלסטינים לאורך כביש 60. על פי הדיווח, יש זריקות אבנים ליד היישוב בית…",0,,
@ac2071981 @chaimlevinson אותה פעולת טרור שעשה הנער האוטיסט עיאד שנרצח בחדר זבל בעיר העתיקה. לא זוכר אותך נלחם כך על הצדק שם. תקן אותי אם אני טועה.,0,,
RT @shai_pct2019: @Dudikogan 1.הריסת השכנה המעיקה כצעד הכרחי להרחבתה של האימפריה (ג'ורדי). 2.האובססיה שזר לא יבין (קאטו הזקן=צבא הצייצנים)…,0,,
"חדשות: ישראלים גבנו מגבות וקולבים (?!) מדובאי והביכו רצח חולדאי: אני מקים מפלגה קוראים אותה ה""ישראלים"" אני שומעת: אני מקים מפלגה לקבוצת אנשים גדולה שגונבת קולבים מבתי מלון",0,,
טיילר הזה הזוי רצח חסמתי אותו,0,,
"@talke23 @Childish_lion @sDavidovitch ואיי זה קל רצח. מי שלא יודע מה הבחירות שלי פה, לא עקב אחרי מספיק",0,,
"אני אקום נקמה קשה בך, עם ישראל הטמא. נתניהו ימות במצב הגרוע ביותר #בנימין_נתניהו #Netanyahu #Israel #ישראל #טוּמאָה #נקמה_קשה https://t.co/BO4yu2Ddb0",0,,
@liran__tamari מדינת חמאס,0,,
"במסגרת ציון יום השנה לחיסול סולימאני, בכירי המשטר משבחים את תרומתו לשחרור עיראק מידי דאעש. למעשה, כח קדס בראשות סולימאני ניצל את משבר דאעש כדי למקסם את ההשפעה האיראנית בעיראק.⬇️ https://t.co/wk4B9WWP7w",0,,
"איראן ניצלה את המלחמה נגד דאעש, כדי לדחוק עוד יותר את הסונים לשוליים בעיראק ולחזק משמעותית את המערך השיעי הנאמן לה.⬇️ https://t.co/AoLK7SN7vU",0,,
@liran__tamari אמון הציבור נחלש בעקבות התנהלות המשטרה שעברה קו אדום. רצח ומעצרי שווא הציבור מאבד גם את הקו האדום,0,,
@devorah555 זה אמיתי???? זה מפאקינג עזה?????,0,,
@5TTEclp4hTW8ohB @avribloch כי להפגין נגד רצח זה לא זה?,0,,
@CrypTomer_pers רקטה. Mk3 אפילו.,0,,
עזה: במהלך השבוע האחרון נתלו מספר שלטים באזורים שונים ברצועת עזה של קאסם סולימאני לכבוד יום השנה. 1/3 #قاسم_سليماني #Gaza https://t.co/Ri33vBN3tz,0,,
@10elilevi כל הערים היום הן מעורבות . אין עיר בלי מיעוט ערבי,0,,
"RT @Yossi_Mansharof: במסגרת ציון יום השנה לחיסול סולימאני, בכירי המשטר משבחים את תרומתו לשחרור עיראק מידי דאעש. למעשה, כח קדס בראשות סולימא…",0,,
@israeli_falcon @YoazHendel1 אתה לא יכול לשלוט על מובלעות עם מיליוני בני אדם. לאומנים יתנגדו. יהיה ריבוי טבעי שירצה להתרחב. זה או דמוקרטיה בשתי מדינות או אפרטהייד במדינה אחת כל השאר חלומות. את מרדכי קיידר ההוגה אתה מכיר? שאמר שיגאל עמיר לא רצח את רבין. שקרא לאנוס נשות מחבלים. אלה הוגי הימין,0,,
"קיצור תולדות הקורונה וואהן סין, ספינת הקורונה, משה בר סימן טוב, סדצקי, חולה מספר.., מסיבות פורים מוגבלות, ליל הסגר, מניין מרפסות, כפיים לצוותי הרפואה, יורם לס, נפתלי בנט, סגרים 1-2-3, בני ברק מול בלפור ועוד. @izor33 https://t.co/xVET9Vpjvd",0,,
"@yarivop יופי, כמה חלאות אדם למדו איך להיות טרוריסטים ולנסות לרצוח חפים מפשע",0,,
יהושע מצא היה ציוני בכל רמ״ח איבריו ושגריר מסור ונמרץ של העיר ירושלים. איש ליכוד נאמן עם שורשים גאים והיסטוריים בתנועת הלח״י. אני שולחת תנחומים למשפחתו היקרה. יהי זכרו ברוך.,0,,
"זה לא האירוע היחיד שבו תושבי הרצועה משחיתים את השלטים לזכרו של הגנרל האיראני, במהלך היום הושחת שלט אחר של סולימאני, הפעם ריססו מספר אזרחים איקס על המילים ""קדוש מעונה"" מכיוון שהוא לא שהיד לטענתם. 3/3 #قاسم_سليماني #Gaza https://t.co/56ew72p09M",0,,
"@JoshBreiner השוטרים ""המאויימים"" צריכים להיחקר על אשמת רצח.",0,,
למה למפות בהם? ארץ נהדרת זה פיגוע גזעני תודעתי נגד מזרחים. https://t.co/3xivP59Kia,0,,
@Dr_Yuval @yoavgo @UriahCanaff @Bicherit סבבה ו-You're back at square one. אני הובאתי לעשות 3 בחינות ב-4 חודשים בשיא המגיפה. היה מטומטם רצח. פחדתי לצאת כי אם הייתי נכנס לבידוד לא הייתה לי דרך להיבחן. אני גם לא מדבר על אנשים שנדרשים לציונים גבוהים. צריך לקחת בחשבון שברגע שאתה לא מציע פתרונות אמיתיים - אנשים נדפקים.,0,,
"כל סיעה ערבית שאינה תומכת חמאס או הג'יהאד,תתקבל בברכה ע""י המחנה הלאומי ציוני. ברור שטיבי ועודה מחוץ לרשימה. https://t.co/HBQmQWQFKi",0,,
"@yoavzitun להרוג מחבל מהאויר, הרבה יותר יקר מלהרוג מהקרקע. (שיריון).",0,,
"@lirishavit בני משכמו ומעלה! אם העם הזה חושב שהוא לא ראוי לו, אז העם הזה, ראוי לו ביבי. אף אחד לא שכנע אותי שהייתה לבני אלטרנטיבה אחרת, רק התלהמויות והתבהמויות ללא כל טענה, רצח אופי מבוסס תקשורת ו לפידיסטו ביביסטו אופורטוניסטו גאוותניסטו. עצוב שזה המצב, כמעט לא נשאר לי יותר עם מהעם הזה.",0,,
"@chaimlevinson לא נותנים שקל למשפחה שלו, מקימים משהו לזכרו. גם אם נסכים שזריקת אבנים היא טרור, לא מדובר על אדם שהורשע אלא רק אדם שנחשד בזריקת אבנים ונהרג כנראה באשמת המשטרה, ההשוואה לא במקום וראוי לתרום לזכרו.",0,,
"כואב לי על ורמוט באמת. שחקן כדורגל שעבר לכוחות הרשע יום אחרי דרבי עם סרט הקפטן. זה יכול להיות סיפור לסרט, אבל זו המציאות והמציאות שאני יכול לשרוף אותו כרגע בוגד לא נסלח.",0,,
"@aniveodanizeani @Ariel_zilber @chaimlevinson אני מבקש לא לערבב את איאד אלחלאק, אדם תמים שלא עשה כלום מעודו ונרצח ב6 יריות כששכב, לבין מתנחבל שהתהפך עם הרכב של חבריו בעת מרדף אחרי שביצעו פיגוע זריקת אבנים",0,,
@GONENB1 ואף מחבל לא קיבל כדור בראש. בושה של משטרה,0,,
@toomyko @JoshBreiner טרוריסטים לא מקבלים ממני שום תמיכה. יהודים וערבים במידה שווה. זה ההבדל ביננו. נגד טרור יש לנקוט יד ברזל ולטפל בעוצמה.,0,,
"RT @smolan_with_s: אני כידוע תומך חדמש בחקירה (אמיתית. לא השקר הזה של מח""ש) של האירועים שהובילו למותו של הנער כי גם אם זרק אבנים זה בוודאי…",0,,
"בניגוד לשנה שעברה, שהכל נשמע כמו נמל ביירות מתפוצץ כל ערב מחדש, השנה אסור זיקוקים, אז שומעים רק בומים עמומים ממרחק, באדיבות הערסים שחצו את הגבול לפולין כדי לרכוש נפצים. בקיצור מזכיר לי את הימים הטובים בעוטף עזה",0,,
"@Tamarcu_les @DerpDTBR @attaliami עם יד על הלב, איך הייתם מגיבים אם סנדק היה נער פלשתיני וח""כ ערבי היה תומך בפרוייקט הזה? לא יודע יותר מאחרים מה קרה שם ולא מאמין למשטרה אבל ילד טוב ירושלים הוא לא. מחבל פוטנציאלי הוא כן. לא אומר מחבל כי אני לא יכול לדעת בוודאות.",0,,
"RT @SrugimNews: קיצור תולדות הקורונה וואהן סין, ספינת הקורונה, משה בר סימן טוב, סדצקי, חולה מספר.., מסיבות פורים מוגבלות, ליל הסגר, מניין…",0,,
אני לא רוצה לדמיין אפילו מה היו עושים בימין ללפיד או הורוביץ אם היו תורמים בגלוי למיזם הנצחת נער ערבי שנחשד בזריקת אבנים על יהודים ונהרג במרדף. https://t.co/U84shUXfQs,0,,
"@Rereshef רשף - בוודאות אנחנו יכולים לומר לך שאם תקים מפלגה הקול שלנו מובטח לך! למעשה יש מצב שאתה תהיה ראש בראש מול נתניהו! ""רק רשף יחסל את חמאס - מצחוק!""",0,,
"@ignis_fatum @DzPrima @MatanAlcalay אין לך מושג ירוק לגבי מה הברנש פה חושב, זה אל""ף. בי""ת, מאחורי מסך הבערות מעניין לי את הזרת אם הוא מתנחל או ערבי. המשטרה גרמה למוות של אזרח, קטין, וניסתה לטשטש את המעורבות שלה. עד כאן העובדות. אתה מוזמן לצאת מחוץ לפוזיציה, מואר פה.",0,,
"@YinonMagal @Onetruth011 שתדע לך בגלל נאומים כאלה, יהיו אנשים שינסו להוריד אותך מהבמה הציבורית בכל מחיר! כואב לאנשים לשמוע את האמת מול הפרצוף! הם לא מסוגלים! זה הורס להם את כל היום ודופק להם את כל החיים. רוב הפוליטיקאים מהשמאל חיים רק בגלל הסיכסוך הישראלי-ערבי. הם לא באמת מחפשים לעשות שלום אמיתי!",0,,
זה טרנדינג רצח בפיד שלי הוא הרביץ לו עם פחית של משקה בשם טוויסטד טי וזה נהיה ממש עניין לא מסוגל להפסיק לצפות https://t.co/bDYNgRtxyL,0,,
"@starfinogay אוקיי אולי לא ""כל כך טוב"" אבל הוליפאק אתה נראה כל כך הרבה יותר טוב מפעם תמשיך ככה ותהיה שווה רצח",0,,
אלימות הערב גם בשטחים בשורה של כבישים וצמתים מצד נערי גבעות ופעילי ימין קיצוני המשליכים אבנים על כלי רכב ורכוש פלסטיני במחאה על מותו של אהוביה סנדק זכרו לברכה. הפלסטינים דיווחו לארגון יש דין על פצוע מרסיסים מאבנים בצומת בית אל. https://t.co/pZa5sdRind,0,,
המפרץ הפרסי מטוסי קרב שברו את מחסום הקול מעל בגדד גורם בכיר בפנטגון מודיע שהאיראנים בהכנות לתקיפות מתוך עיראק והמצב מסוכן. המפרץ הפרסי על סף התלקחות? תקיפת מנע אמריקנית תהיה? נמתין במתח מזרח סוריה מטוסי קרב רוסים תוקפים מטרות דאעש המזרח התיכון כמרקחה! קרדיט אבו סאלח בטלגרם https://t.co/HsBSMad9kP,0,,
"@PapaGrishka כשאומרים עליו מטומטם זה לא בגלל שהוא לא אינטליגנט, אלא בגלל שבשם ""האובייקטיביות"" הוא בעצם לא שייך לשום צד כאן. סוג של עמוס עוז טהרן עם פנסיה מהצבא. אז מה הוא רוצה בעצם? ואגב, תקשיב פעם לזהבה גלאון, חוויה מובטחת. זה ביבי אחד לאחד!! בהבדל מס שפתיים ל""פלסטין"". וביבי אדם חכם מאוד.",0,,
"במרוקו נמשכות הפגנות כנגד הנורמליזציה עם ישראל. אמש בעיר ח'ניפרה פיזרו כוחות הביטחון הפגנה שכזו. מדובר בהיקף קטן אך מדובר בתופעה נמשכת. על בשלט בתמונה נכתב: ""פלסטין לא למכירה, הנורמליזציה בגידה"" #المغرب #التطبيع_خيانة https://t.co/UTAlP2wCOI",0,,
"@BarakRavid מוזר, בעיר תל אביב כל אחד יכול להפוך להיות אחת...ולהיפך... כך שאין לדעת מול מי אתה עומד במפלגת הישראלים , זכר או נקבה, זה כבר לא רלוונטי אצלם... וגם נושא הערבים...כבר לא בטוח מי יותר ערבי שם ..... הישראלים= טשטוש הזהות , ואנטי יהדות. זה לא מספיק?",0,,
"@yonatansimantov @idanlandau @OferKost מה שאני הכי מעריך אצלך, זה שאתה חושב באמת שהגיוני שאתה תחליט עבור פלסטיני.ת...אפרטהידיסט למהדרין שבמהדרים.",0,,
"@roysharon11 כשמסיבות פוליטיות נמנעים מלהכריז ולהתנהל מול ארגון טרור כמו,ובכן,ארגון טרור. את המחיר נשלם כמובן כולנו.",0,,
RT @NaveShiff1: @chaimlevinson מדהימה ההבדלה שהמיינסטרים הישראלי עושה בין זורק אבנים פלסטיני לבין זורק אבנים יהודי. זה וזה לא צריכים לההירג…,0,,
@Galicohen33 זה לא מה שיהודי ממוצע מסיק! מי בכלל חושב להרים יד חלילה? מה את מציעה לייפייף את הדברים ולא להגיד את האמת ומה שבאמת קורה? המסקנה צריכה להיות ששוטרים יהודים לא יפגעו באחים שלהם(ושלא ישתמשו בשוטרים ערבים) רק כי יש בעלי אינטרסים שמפעילים את המשטרה במטרה להשליט טרור על העם.,0,,
"@OrHeller ""כל מי שזורק אבנים הוא מחבל"" איילת שקד, שרת המשפטים לשעבר",0,,
"1. חוק קיזוז כספי טרור נחקק ביולי 2018 ונכנס לתוקף בפברואר 2019. החוק קובע ששר הבטחון יביא ""בתום כל שנה דו""ח המפרט נתונים בדבר סך התשלומים ששילמה הרש""פ בזיקה לטרור באותה שנה"" https://t.co/BTJ7H5YjYf",0,,
@kobile7 @smolan_with_s ״תומכי טרור״ ״מבקרים מחבלים״,0,,
עוצר יציאות בכל היחידות הסגורות בצהל עד יום שישי בבוקר בגלל הסילבסטר... עכשיו אני מבין למה אומרים שהוא היה אנטישמי,0,,
"@OrHeller זכרו לברכה על טרוריסט ? אתה אומר את זה רק כי אתה מפחד מהם, מהטרוריסטים !",0,,
"@ezec842 @AviNoga3 @netanyahu יש מי שדאג שהרוגי אלטלנה זה לא רצח, 1000 קורבנות השלום זה לא רצח.(שלא נדבר על אלפי ההרוגים ממלחמת כיפור)",0,,
@jewgibor למה דרים פשוט מעודד את המעריצים שלו להיות מוזרים רצח,0,,
"@5620799y @OrHeller מחבלים ברחו משוטרים, מחבל מת, נקודה.",0,,
@Noamkatz7 גנץ הוא כמו סאנס מאנדרטייל ב2017 כולם צחקו עליו וכולם ניסו לנצח אותו אבל מה שהם לא ידעו שזה קשה רצח https://t.co/mqM9HSB2ZA,0,,
@avribloch אתה מתנחל . זה מספיק בשביל לדפוק אותך.,0,,
@nastynitzan אימלה זה מושלםםם את תיהיה אייקונית רצח,0,,
"@Gabi_Ashkenazi גבי, ניסיתם, נכשלתם. במעטפת הפעילות הצבאית ברור מי אויב מי ידיד. הפוליטיקה המטכ""לית היא וניל לעומת הביוב של הפוליטיקה הארצית. לא באתם מוכנים. אתם אנשים טובים וערכיים, אך לא מנוסים. הגעתם אל ממלכת הבלתי ידוע לא מוכנים. חבל. תודה. נמשיך הלאה.",0,,
"משהו קצר על פרופיילנג עם סיפור אישי: בישראל מדי יום ביומו יש פרופיילנג; פלסטינים, נערי גבעות, אתיופים וחרדים. בחלק מהמקרים זה בגלל חשש ספציפי (נניח חרדים סביב מצעד הגאווה) ולפעמים סתם. למיטב ידיעתי החוק בישראל לא אוסר לעכב אדם שנראה חשוד בגלל שהוא נראה ערבי/גבעון/אתיופי וכד' 1/7 https://t.co/7z0YZPI02H",0,,
@roiberenshtein טוב נו בתור תושב פלסטין בטח התחברת...,0,,
@evyatarya @pidisrael רק יהודי ישראלי ציוני!,0,,
@goltstar_ אוהב רצח לשים זה לו פחות מאות בשבילי,0,,
"@EmilieMoatti נכון, הוא לא מחבל אז מה ההתרגשות.",0,,
"@yonatansimantov @idanlandau @OferKost באיזה סרט אתה חי (יש לי השערה...סרט גזעני-לאומני ציוני) שמשוכנע שאתה תקבע מה מקובל...אתה חי באזור שרוב התשובות.ים בו הן פלסטיניות חסרות זכויות, הצבעה, ייצוג, השפעה...איך בכלל יכול לכתוב בכזו אדנות ולא להיות מודע. החירות היחידה שאתה מחזיק ביידים שלך, היא זו שלך, לא של הפלסטיני.ת.",0,,
"@UpPp2YlNyDoDN80 @Moshe_Zahavi 2/עשר שנים אכן הרחוב היה מוזנח ולא היה נעים לעבור בו, היום אפשר להסתובב בערבים בכיף, מה גם שחולדאי ביטל את החניות ברחוב והפך אותו לנת״צ אחד גדול, עזה בגלל הזיהום אוויר? עוד כמה חודשים אלנבי יסגר ויעבור בו רק הקו הסגול ואז יראה רחוב אירופאי, איזה עוד שקרים והתחמקויות יש לך בקנה?",0,,
@amba_ganuv לא מתבייש לשחוט פרות קדושות,0,,
@DovSason @idanlandau @OferKost 1. למה בטל בשישים? איזה מפעל גזל? למה אין חזקה? ארגון ציוני שקנה אדמות בגוש עציון בכסף מלא בשנות הארבעים פתאום לא נחשב לגיטימי בעיניך? 2. אני לא שולל את הבעלות שלו על השטח.. אמרתי שלגבי מקרים בהם האדם הוא בעלי השטח- אני לא יודע מה צריך לעשות.,0,,
"@kaisos1987 בכל מקרה, חמאס איבד מכבר את התמיכה שהיתה לו בחלקים רחבים בציבור שישמח בנפילתו. בחמאס יודעים זאת היטב ולבד מכידוני לוחמיו וחמולותיהם הרבה מהקרקע שמתחת לרגלי חמאס היום חלולה מאוד (....שזה גם נכון במציאות...)",0,,
"RT @ZigdonL: גם אני הופתעתי לדעת, רק לאחרונה, שכל מה ש""ידענו"" על פולארד במשך עשרות שנים, היה מה ""שרצו"" שנדע. אני מניח שרוב הציבור חשב שמדוב…",0,,
RT @aminalsultan: #vaccination וירוס קורונה והכרזה על נס ריפוי ללא חיסון או תרופה. האימאם אלמהדי נאסר מוחמד אל-ימאני (התימני) 24 - רבי'אל-א…,0,,
RT @DoronPeskin: במרוקו נמשכות הפגנות כנגד הנורמליזציה עם ישראל. אמש בעיר ח'ניפרה פיזרו כוחות הביטחון הפגנה שכזו. מדובר בהיקף קטן אך מדובר…,0,,
@DovSason @idanlandau @OferKost פולש? ישראל כבשה את השטחים כדין. להזכירך ירדן ומצרים הן אלו שניסו להשמיד את מדינת ישראל. וכמובן שאז לא היתה פה שום מדינה 'פלסטינית',0,,
RT @elchangr: &gt;עשו בדיקה והגישו לימר שי תלונה על אירוע הצתה לאומני מובהק בו צולמו תמונות המציתים ומספרי רכב. התיק הועבר לתחנת מודיעין עלית…,0,,
@orit_azani_levi ימח שמם 🤬😡🤬😡🤬😡,0,,
"@riforahahs הוספתי לפלייליסט ניינטיז איזה 20 קטעים חדשים היום, נדירים רצח!",0,,
@blndszn @erezdied פיט חזק רצח,0,,
@LiberStam @stam_bot @nosseihdegel1 @BarakRavid חפרתם. כולם ישראלים. ערבי צרקסי רומני רוסי אתיופי מרוקאי פולני,0,,
"@Thefunguy8 הנזק האישי הוא כלום אתה לא תקנה אייפון חדש, ילד אפריקאי לא ימות ברעב",0,,
"@yonatansimantov @idanlandau @OferKost איך כובשים ""כדין""?! החוק הבינלאומי לא מכיר ב""רכישת"" שטח בכח, אלא אך ורק בהסכמה, עקרון זה אפילו מוזכר בהקדמה להחלטה 242 המפורסמת. איכשהו עם המדינות האלה ""שניסו להשמיד"" את ישראל יש לישראל הסכמי שלום כבר עשורים...אז מה בדיוק אתה רוצה מפלסטין?! למי אכפת איזו מדינה היית, יש א.נשים!",0,,
@yfineline @romi_barebi טוב נו הבנתי שזו לא היא אבל הן דומות רצח,0,,
@shimritmeir לא מבין איך לא משריינים נציג ערבי בעשיריה הראשונה. @YosephHaddad למשל,0,,
"@65347_osnat רוב השמאלנים רוצים כמובן שהחיסונים שהביא ביבי יכשלו. מה השאלה בכלל? אבל רק(!) אחרי שהם עצמם יקבלו אותו בהצלחה. ואחריהם המבול😡. כנ""ל כל הסכמי השלום הרבים שהביא ביבי, שבעיני השמאל זה לא שלום אם לא הרגנו קודם ערבים משם😥. וכמובן רק אחרי שיחזרו מהמפרציות וממרוקו שיישרף העולם.",0,,
